titulo,direccion,barrio,ciudad,moneda,precio,expensas,m2_cubiertos,dormitorios,banos,ambientes,antiguedad,link,pagina
2 Ambientes piso 13 con cochera en edificio de categoría. Super luminoso.,"Esmeralda 800, Piso 13",Microcentro,Centro,ARS,550000,285000,35.0,1,,,40 años,,41
DPTO 2 AMB  - 30 m2  Baño  Cocina integrada - Garantia a Conversar,"Avenida Almirante Brown 1200, Piso PA",Boca,CABA,ARS,350000,,,1,1,,60 años,,41
"ZONA FACULTADES, a Estrenar MONOAMBIENTE 44 m² DIVISIBLE, APTO TODO DESTINO, Cochera opcional, Póliza de Caución. VIVÍ, TRABAJÁ, ESTUDIÁ y RENTÁ en la zona más conectada de la Ciudad!","Pasteur 700, Piso 1",Barrio Norte,CABA,ARS,715000,99000,44.0,,1,,,,41
DEPTO. 3 AMBIENTES 2 PATIOS PRIMER PISO,"Culpina 100, Piso 1°",Flores,CABA,ARS,950000,102000,52.0,2,1,,,,42
DEPTO 2 AMB. CFTE. MUY LUMINOSO,Avenida Nazca 900,Flores Norte,Flores,ARS,650000,137000,40.0,1,,,30 años,,42
ALQUILER DEPARTAMENTO 2 AMBIENTES BALCON AL FRENTE EN CONGRESO,"Riobamba 100, Piso 5",Congreso,CABA,ARS,620000,200000,52.0,1,,,50 años,,42
Excelente Monoambiente  | Apto profesional,11 De Septiembre De 1888 1000,Belgrano,CABA,ARS,680000,230000,31.0,,1,,14 años,,42
1 ambiente en alquier,Beruti 4500,Palermo,CABA,ARS,600000,150000,,,1,1,50 años,,42
Departamento de 4 ambiente en ALQUILER,Remedios 2800,Flores,CABA,ARS,1300000,150000,87.0,3,,,50 años,,42
Monoambiente en alquiler en Flores,"Avenida Directorio 2900, Piso 7",Flores,CABA,ARS,700000,150000,38.0,,1,,3 años,,42
DPTO 2 AMB INMEJ ESTADO UBIC PISCINA Y SOLARIUM,Achaval 200,Caballito,CABA,ARS,900000,220000,,1,1,,6 años,,42
"DEPARTAMENTO DE 2 AMBIENTES AL FRENTE, OPCIONAL AMUEBLADO","Avenida Directorio 3200, Piso 9",Floresta,CABA,ARS,850000,250000,5.0,1,,,25 años,,42
Luminoso monoambiente en alquiler. Muy buena ubicación.,Centenario 100,Caballito,CABA,ARS,450000,60000,24.0,1,,,38 años,,42
Departamento 3 AMBIENTES CON COCHERA,Juana Manso 1500,Puerto Madero,CABA,USD,2500,660000,104.0,2,,,A Estrenar,,42
Depto monoambiente con balcon,"Avenida General Mosconi 3100, Piso 1°",Villa Pueyrredón,CABA,ARS,550000,160000,30.0,,1,,10 años,,42
EXCELENTE MONOAMBIENTE. AMENITIES. BAULERA. APTO PROFESIONAL,Echeverria 2000,Belgrano,CABA,ARS,850000,160000,32.0,,1,1,,,42
Excelente Departamento Monoambiente. Amplio Balcón Terraza -,"Gavilán 4000, Piso 9",Villa Pueyrredón,CABA,ARS,690000,108000,,,1,1,,,42
"AMOBLADO 3 AMB. IMPECABLE - FRENTE - BALCON - DORMITORIO - DEPENDENCIA O 2° DORMITORIO - ESCRITORIO. Regia ubicación, excelente estado","Doctor Tomás Manuel De Anchorena 1300, Piso 1",Recoleta,CABA,ARS,1350000,220000,,2,1,,50 años,,42
Alquiler 4 Amb c/ Dep Amoblado con Cochera seguridad 24 hs,Laprida 1300,Recoleta,CABA,USD,2500,,130.0,3,,,40 años,,42
Departamento en flores excelente ubicación,"Pedernera 200, Piso 2°",Flores,CABA,ARS,600000,90000,44.0,1,,,50 años,,42
"ZENCITY, oportunidad  Sin comision, incluida polizaa del seguro del depto! Amoblado y equipado 2 Ambientes 65mt Cochera y media, Auto y Moto! Baul","Rosario Vera Peñaloza 500, Piso 15",Puerto Madero,CABA,ARS,2600000,450000,,1,2,2,,,42
AMPLIO MONOAMBIENTE 2° PISO POR ESCALERA,"Mexico 3600, Piso 2",Almagro,CABA,ARS,460000,104600,26.0,,1,1,,,42
"ALQUILER - DPTO 1 AMBIENTE - BALCÓN - PILETA SUM Y PARRILLA - SUBTE ""A""","Yerbal 1900, Piso 5",Caballito,CABA,ARS,680000,215000,47.0,,1,,6 años,,42
AMPLIO MONOAMBIENTE 2° PISO POR ESCALERA,"Mexico 3600, Piso 2",Almagro,CABA,ARS,460000,104600,26.0,,1,1,,,43
"ALQUILER - DPTO 1 AMBIENTE - BALCÓN - PILETA SUM Y PARRILLA - SUBTE ""A""","Yerbal 1900, Piso 5",Caballito,CABA,ARS,680000,215000,47.0,,1,,6 años,,43
3 AMB - LUMINOSO - BALCON AL CONTRAFRENTE,Avenida Entre Ríos 600,Monserrat,CABA,ARS,1000000,190000,56.0,2,,,60 años,,43
Monombiente - Palermo - Alquiler,Soler 4000,Palermo Soho,Palermo,ARS,650000,190000,30.0,,1,,10 años,,43
ALQUILER 3 AMBIENTES AL FRENTE CON BALCÓN. VISTA PANORÁMICA,Piedras 1300,San Telmo,CABA,ARS,850000,230000,47.0,2,1,,,,43
4 Ambientes con cochera y dependencia en Belgrano en alquiler,11 De Septiembre De 1888 1600,Belgrano,CABA,USD,5500,1800000,190.0,3,,,15 años,,43
"3 AMB FTE BLCON CORRIDO LUMINOSO  2 AMPLIOS DORM. ENTRE CABILDO/CRAMER/MONROE/JURAMENTO,  45 AÑOS","Avenida Olazábal 2700, Piso 2",Belgrano C,Belgrano,ARS,1100000,280000,46.0,2,,,45 años,,43
DEPARTAMENTO 2 AMBIENTES CON BALCON.,"Avenida Francisco Beiró 100, Piso c",Villa Devoto,CABA,ARS,750000,230000,45.0,1,1,,,,43
"ALQUILER  DEPARTAMENTO DOS AMBIENTES,  FRENTE, BALCÓN,  TOTALMENTE AMUEBLADO, IDEAL ESTUDIANTES","Presidente Luis Sáenz Peña 600, Piso 3",Monserrat,CABA,ARS,750000,148000,38.9,1,1,,,,43
"DEPARTAMENTO 3 AMBIENTES - PALERMO CHICO, CAPITAL FEDERAL","República Árabe Siria 3000, Piso P.B.",Palermo Chico,Palermo,ARS,940000,243650,60.0,2,,,55 años,,43
Departamento  de 3 Ambientes en alquiler  al frente con Balcon O/Norte,"García De Cossio 6100, Piso 2",Liniers,CABA,ARS,850000,175000,58.0,2,,,25 años,,43
Alquiler Departamento 4 Ambientes en Villa Urquiza. Bajas Expensas! Gran Balcón Terraza APTO PROFESIONAL. Gran Balcón Terraza.,"Franklin Delano Roosevelt 5300, Piso 7",Villa Urquiza,CABA,ARS,1900000,320000,85.0,3,,,30 años,,43
Departamento Sin Expensas tipo PH - 3 Amb. al Frente en Muy Buen Estado - Apto Profesional/Comercial,Emilio Zola 5100,Palermo,CABA,ARS,1900000,,85.0,2,,,65 años,,43
Excelente Ambiente en Caballito,Avenida Avellaneda 1800,Caballito,CABA,ARS,450000,150000,17.0,,1,,50 años,,43
2  AMBIENTES BUEN ESTADO LAVADERO VIGILANCIA,Avenida Corrientes 4200,Almagro,CABA,ARS,650000,150000,,1,1,2,,,43
Guemes 4560,General Güemes 4500,Botánico,Palermo,ARS,750000,150000,37.0,1,,,,,43
ALQUILER DE EXCELENTE MONOAMBIENTE,"Bolivia 4700, Piso 8",Villa Pueyrredón,CABA,ARS,495000,120000,30.0,,1,,11 años,,43
"2 AMB 40 MTS TOT, LATERAL C/BALCÓN,COC C/LAV INCOR,PLACARD,EDIF. C/SEGURIDAD,PISCINA,PARRILLA,EXC. UBIC","R De Escalada De San Martin 1000, Piso 4",Caballito,CABA,ARS,720000,211400,40.0,1,1,,,,43
Monoambiente amplio con Kitchenette y Baño completo,"Parana 300, Piso 7",San Nicolás,CABA,ARS,550000,127000,31.0,,1,,45 años,,43
Monoambiente amplio cfte cocina indepte balcon,"Gabriela Mistral 2500, Piso 3°",Villa Pueyrredón,CABA,ARS,600000,130000,35.0,,1,,30 años,,43
2 Ambientes Semi Amoblado Zona Centrica,Esmeralda 800,Microcentro,Centro,ARS,580000,250000,44.0,1,,,40 años,,44
Departamento Monoambiente en Alquiler en Congreso,"Bartolomé Mitre 1900, Piso 6",Congreso,CABA,ARS,500000,125000,,,1,1,,,44
2 AMBIENTES CON 2 PATIOS EN PLANTA BAJA APTO PROFESIONAL,"Avenida Corrientes 2800, Piso PB",Once,CABA,ARS,650000,98400,36.0,1,1,,,,44
"Luminoso Monoambiente con Balcón al Frente – Billinghurst 240, Almagro","Billinghurst 200, Piso 5",Almagro,CABA,ARS,480000,160000,,,1,1,,,44
Alquiler Amoblado - Luminoso Balcón con Vista Al Ecoparque - Cocina Integrada,"República De La India 2800, Piso 3",Botánico,Palermo,ARS,750000,200000,33.0,1,,,40 años,,44
"Alquiler departamento 3 ambientes amoblado con cochera, baulera y 3 baños en Recoleta",Guido 1600,Recoleta,CABA,USD,1400,663000,87.0,2,,,40 años,,44
MONOAMBIENTE l CONTRAFRENTE l PALERMO HOLLYWOOD,Bonpland 2200,Palermo Hollywood,Palermo,ARS,700000,175000,36.0,,1,,55 años,,44
Flores departamento 2 ambientes Muy buena ubicación ¡No pierdas esta oportunidad de vivir cómodo y cerca de todo!,"Fray Cayetano Rodríguez 300, Piso 5°",Flores,CABA,ARS,520000,100000,44.0,1,1,,,,44
Precioso Monoambiente al frente con Balcón,Riglos 800,Caballito,CABA,ARS,600000,130000,30.0,,,,3 años,,44
2 AMBIENTES PARA EXIGENTES,Teniente General Eustoquio Frías 400,Almagro Norte,Almagro,ARS,950000,200000,47.0,1,,,25 años,,44
3 AL FRENTE CON BALCON,"Rio De Janeiro 1000, Piso 2",Caballito,CABA,ARS,800000,215000,,2,1,,40 años,,44
Regio Monoambiente / Balcón y cocina aparte/ Imperdible!,Avenida Avellaneda 1800,Caballito Norte,Caballito,ARS,390000,120000,25.0,,,,,,44
Departamento monoambiente de 34 m² en alquiler en Retiro,"Arenales 1100, Piso 2",Retiro,CABA,ARS,660000,170000,33.7,1,,,70 años,,44
Departamento Alquiler cerca de UADE,Avenida Independencia 2300,Monserrat,CABA,ARS,650000,170000,37.0,,1,,10 años,,44
"2 ampisimos ambientes al Frente  (Murguiondo) con doble balcon, 53 Mtrs2","Bragado 6100, Piso 2",Mataderos,CABA,ARS,650000,230000,53.0,1,1,,,,44
4 AMBIENTES BAÑO Y TOILETTE,Panama 900,Almagro,CABA,ARS,1300000,300000,,3,2,,35 años,,44
"4 AMBIENTES, 82 MTS TOTALES, AL FRENTE CON BALCÓN, COCINA INDPTE, BAÑO COMPLETO Y TOILETTE, EXC. UBICACIÓN","Galicia 1100, Piso 13",Caballito,CABA,ARS,950000,473000,77.0,,,,,,44
3 ambientes | Alquiler Belgrano | Muy luminoso,Soldado De La Independencia 1200,Belgrano,CABA,ARS,950000,250000,58.0,2,,,50 años,,44
"DEPARTAMENTO DE 2 AMBIENTES CON PATIO , INMEJORABLE UBICACION","Guatemala 4400, Piso 1",Palermo,CABA,ARS,680000,140000,40.0,1,1,,,,44
1 monoambiente excelente estado,Gurruchaga 400,Villa Crespo,CABA,ARS,600000,172000,,,1,1,9 años,,44
EXCELENTE 2 AMBIENTES 62 M2 TOTALES AL FRENTE BALCON ATERRAZADO,"VIDAL 1500, Piso 4",Belgrano,CABA,Consultar,265000,,56.0,1,,,25 años,,45
3 ambientes | Alquiler Belgrano | Con cochera,Ciudad De La Paz 400,Belgrano,CABA,ARS,2000000,228000,65.0,2,,,5 años,,45
"3 AMB BAHIA BLANCA 2279, 6ª BALCON (BARRIO: MONTE CASTRO)","Bahía Blanca 2200, Piso 6",Monte Castro,CABA,ARS,750000,,60.0,2,1,,,,45
"DEPARTAMENTO 3 AMB CON VISTA PARONÁMICA AL RÍO, SUPER LUMINOSO Y BAJAS EXPENSAS","Avenida Paseo Colón 700, Piso 17",San Telmo,CABA,ARS,800000,185000,,2,1,3,,,45
Departamento 2 ambientes en Belgrano!,"Doctor Marcelo J. Fitte 1700, Piso 7",Belgrano R,Belgrano,ARS,650000,160000,27.0,1,,,40 años,,45
ALQUILER CON EXPENSAS ABL Y AYSA INCLUIDO,"Cabello 3900, Piso 9",Palermo Chico,Palermo,ARS,1200000,,35.0,1,,,25 años,,45
ALQUILER 2 AMBIENTES A ESTRENAR CON BALCÓN AL FRENTE – PALERMO,"Vidt 1600, Piso 4",Palermo,CABA,ARS,1500000,275000,41.0,1,,,,,45
Departamento de dos ambientes lateral - luminoso - 2 cuadras subte A,"Colombres 100, Piso 1",Almagro,CABA,ARS,550000,105000,30.0,1,,,40 años,,45
"Alquiler en Belgrano, amueblado – 2 ambientes con gran balcón al frente",Virrey Avilés 3100,Belgrano R,Belgrano,ARS,980000,282000,40.0,1,,,40 años,,45
ALQUILER DEPARTAMENTO 2 AMBIENTES PRECIO INCLUYE ABL Y AYSA,Avenida Directorio 2300,Flores,CABA,ARS,750000,160000,41.0,1,1,,,,45
"Torre Astor Nuñez, 2 Ambientes Impecable","Pico 2300, Piso 17",Lomas de Núñez,Núñez,USD,1100,380000,46.0,1,,,10 años,,45
Departamento en Nuñez,Deheza 1600,Núñez,CABA,ARS,1400000,420000,52.0,1,,,35 años,,45
Exclusivo Departamento de dos amb. frente al Rio,Juana Manso 1100,Puerto Madero,CABA,USD,1500,700000,70.0,1,,,10 años,,45
Departamento en alquiler 2 amb- Excelente ubicación en Villa Urquiza,"Avenida De Los Incas 4400, Piso 6",Villa Urquiza,CABA,ARS,500000,130000,,1,1,2,,,45
Muy buen Departamento 4 ambientes con cochera y baulera.,"Yerbal 1100, Piso 5",Caballito,CABA,ARS,1700000,450000,85.0,3,,,4 años,,45
Alquiler/ Venta 3 Ambientes en The Link Towers Puerto Madero con cochera y baulera,The Link Towers 3 ambientes con cochera y baulera - Torre Eva,Puerto Madero,CABA,USD,3200,490000,112.0,2,,,A Estrenar,,45
Departamento en alquiler c/ cochera en Puerto Madero,Marta Lynch 500,Puerto Madero,CABA,USD,2600,,140.0,2,4,,,,45
Mono ambiente 33 m Frente Balcón Luminoso,Angel Carranza 2900,Villa del Parque,CABA,ARS,450000,170000,30.0,,1,,7 años,,45
SUPER LUMINOSO 3 AMBIENTES BALCON ATERRAZADO SIN EXPENSAS,"Coronel Ramón Lista 5200, Piso 6",Barrio San Pedro,Villa Devoto,ARS,1200000,,,2,1,,8 años,,45
2 amb interno apto prof,"Avenida Rivadavia 4700, Piso 1",Caballito,CABA,ARS,600000,220000,36.0,1,1,,,,45
Sanchez de Bustamante 2600 esquina Libertador,"Sánchez De Bustamante 2600, Piso 8°",Recoleta,CABA,ARS,730000,215000,40.0,1,,,45 años,,46
Departamento 2 Ambientes en alquiler - Villa Urquiza,"Manuela pedraza 5400, Piso 3",Villa Urquiza,CABA,ARS,1100000,130000,40.0,1,,,3 años,,46
Alquiler Departamento 3 Ambientes. Balcón. Vigilancia 24 Hs. Cocina Separada y Lavadero.,Avenida Hipólito Yrigoyen 1500,Congreso,CABA,ARS,730000,190000,52.0,2,,,,,46
DEPARTAMENTO DE 2 AMBIENTES AMUEBLADO ES MUY BUEN ESTADO. COCINA INDEPENDIENTE. CONEXION LAVARROPA,"Capdevila 2700, Piso 6",Villa Urquiza,CABA,ARS,790000,145000,42.0,1,,,50 años,,46
Monoambiente muy luminoso c/balcón amoblado,Sarmiento 2000,Congreso,CABA,ARS,500000,109000,28.0,,,1,40 años,,46
MONOAMBIENTE CABALLITO BALCON AL FRENTE,Avenida Doctor Honorio Pueyrredón 800,Caballito,CABA,ARS,650000,205000,33.0,,1,,6 años,,46
"Monoambiente en buen estado, al frente con balcon. A mts de Av. Belgrano. En el barrio de Monserrat!",San Jose 300,Congreso,CABA,ARS,500000,200000,22.0,,1,,12 años,,46
ALQUILER! Lindisimo Monoambiente APTO PROFESIONAL en Belgrano,José Hernández 2700,Belgrano C,Belgrano,ARS,850000,157000,32.0,,1,,A Estrenar,,46
Alquiler 3 ambientes con amplia cocina comedor,Rodríguez Peña 100,San Nicolás,CABA,ARS,1000000,250000,90.0,2,,,50 años,,46
Monoambiente con cocina y balcón! A metros de Av. Belgrano,Santiago Del Estero 300,Congreso,CABA,ARS,470000,120000,31.0,,1,,50 años,,46
Penthouse duplex c/ piscina y terraza propia Migueles al 800,Migueletes 900,Las Cañitas,Palermo,USD,3500,700000,140.0,2,3,,,,46
Departamento en Villa Urquiza,Cullen 5200,Villa Urquiza,CABA,ARS,648000,110000,,,1,1,12 años,,46
DPTO SEMIPISO 2 AMB Y MEDIO AL FRENTE EN 3ER PISO POR ASCENSOR- MUY LUMINOSO - RECIEN PINTADO-EXCELENTE ESTADO,"Avenida Directorio 2900, Piso 3",Flores,CABA,ARS,750000,208000,,1,1,,15 años,,46
"Departamento - Alquiler - Argentina, Capital Federal - MIRANDA 3654",Miranda 3600,Villa del Parque,CABA,ARS,550000,150000,38.0,1,,,10 años,,46
Departamento con balcón y cochera apto profesional,"Carranza 2900, Piso 6°",Villa del Parque,CABA,ARS,1350000,450000,88.0,3,2,,,,46
Departamento en Once.,Bme. Mitre  al 3200,Almagro,CABA,ARS,560000,132000,,,1,1,6 años,,46
DEPARTAMENTO MONOAMBIENTE SAN TELMO ALQUILER,"Avenida Juan De Garay 600, Piso 2°",San Telmo,CABA,ARS,600000,140000,30.0,,1,,,,46
Excelente Departamento. de 2  Amb. Bcón Terra -  Torre  Múlt. Amenities - Seg 24 hs - Coch. opt.,"Fitz Roy 1400, Piso 5",Palermo,CABA,ARS,1150000,270000,,1,1,2,,,46
Departamento de 2 ambientes en Torre de Categoría - Cochera fija - Piscina y Solarium  - Seg 24 hs,"Jose Bonifacio 1700, Piso 14",Las Cañitas,Palermo,ARS,1350000,200000,45.0,1,1,,,,46
"Depto monoambiente  ALQUILER en San Telmo,  O VENTA","Bernardo De Irigoyen 1400, Piso 12",San Telmo,CABA,ARS,580000,135000,30.0,,1,,2 años,,46
Departamento de 1 dormitorio en alquiler en Caballito,Jose Bonifacio 1400,Caballito,CABA,ARS,900000,191162,,1,1,,15 años,,47
HERMOSO DEPARTAMENTO EN PLANTA BAJA - 2 AMBIENTES AL FRENTE CON PATIO,"Bulnes 1800, Piso PB",Palermo,CABA,ARS,950000,200000,,1,1,2,,,47
MONOAMBIENTE C/FRENTE EN LIBERTADOR 600 CON KITCHINET,"Avenida Del Libertador 600, Piso 6",Belgrano,CABA,ARS,550000,80000,30.0,,1,,35 años,,47
3 AMBIENTES EN EXCELENTE ESTADO PATIO CUBIERTO Y LAVADERO; COCINA COMEDOR DIARIO,"BLANCO ENCALADA 4800, Piso 1",Villa Urquiza,CABA,ARS,1450000,275000,72.0,2,,,,,47
Excelentes 3 amb. en LAS CAÑITAS,Migueletes 700,Las Cañitas,Palermo,ARS,1380000,313000,54.0,2,,,20 años,,47
"3 Ambientes en Alquiler en Belgrano | Balcón, Patio y Cochera | a m de Cabildo",Amenábar 2200,Belgrano,CABA,ARS,1350000,260000,63.05,2,,,,,47
"DEPTO DE 1 AMB.  PISO 9º AL C/FRENTE, DE 10 AÑOS DE ANTIGUEDAD, de aprox 30Mts2, EN EXCELENTE ESTADO","Avenida San Juan 4200, Piso 9",Boedo,CABA,ARS,650000,200000,30.0,,1,,10 años,,47
Amplio Departamento de Dos Ambientes en Cañitas Chenaut y Lmcampos,"Avenida General Indalecio Chenaut 1800, Piso 2",Las Cañitas,Palermo,ARS,1000000,480000,50.0,1,,2,,,47
Excelente depto 4 amb con cochera fija,Avenida Hipólito Yrigoyen 2000,Congreso,CABA,ARS,1250000,500000,108.0,3,,,55 años,,47
VERA AL 900 - 44 M2 IMPECABLE BALCON TODO SOL TODO EXTERNO BAÑO COMPLETO,Vera 900,Villa Crespo,CABA,ARS,730000,214200,44.0,1,,,40 años,,47
Excelente depto. a mts. de Universidad de Palermo,"Mario Bravo 1100, Piso 7",Palermo,CABA,ARS,550000,110000,27.0,,1,1,,,47
Excelente  semipiso 4 ambientes con dependencias  entrada de servicio cochera cubierta en pta. baja,Membrillar 100,Flores,CABA,Consultar,451500,,152.56,3,,,65 años,,47
EXCELENTE 3 AMB CON COCHERA Y PISCINA,Holmberg 1600,Belgrano R,Belgrano,ARS,2000000,450000,62.0,2,,,,,47
Alquiler Departamento 2 Amb Amueblado Esmeralda 1066 Centro,Esmeralda 1000,Microcentro,Centro,ARS,750000,150000,33.0,1,,,50 años,,47
EXCELENTE Departamento ! AL Frente- Semipiso - Luminoso - Balcón Aterrazado - Cocina office y dep. Servicios -IMPERDIBLE,"Avenida Avellaneda 2000, Piso 7",Flores Norte,Flores,ARS,1500000,350000,90.0,2,,,18 años,,47
1 AMB AMPLIO DIVISIBLE BALCON  MUY LUMINOSO,"Avenida Belgrano 1300, Piso 6",Monserrat,CABA,ARS,580000,170000,32.0,,1,,15 años,,47
Venta 2 Ambientes LUMINOSO excelente . ubicación al Frente,Viamonte 600,Microcentro,Centro,ARS,600000,180000,,1,,2,,,47
"L. Saenz Peña al 600 - Depto 2 amb. en alquiler, Barrio de Monserrat  - Recien pintado, luminoso!",Presidente Luis Sáenz Peña 600,Monserrat,CABA,ARS,600000,120000,32.0,1,,,45 años,,47
MONOAMBIENTE DIVISIBLE,Avenida Juan Bautista Justo 4100,Caballito,CABA,ARS,500000,105000,25.0,,1,1,,,47
DEPARTAMENTO DE 3 AMBIENTES PB CON DOS PATIOS,Valle 100,Caballito,CABA,ARS,1800000,130000,60.0,2,1,,,,47
"Excel ubic, amplio dos ambientes cerca subte y otros medios de transporte",Austria 1700,Palermo,CABA,ARS,975000,155000,45.0,1,,,55 años,,48
2 ambientes 40m2 excelente estado con garantia  para 1 persona caballito,"Coronel Ramón Lorenzo Falcón 1600, Piso 4",Caballito Sur,Caballito,ARS,590000,123000,40.0,1,,,30 años,,48
SEMIPISO 2 AMBIENTES EN CABALLITO SUR,"Viel 500, Piso 1",Caballito Sur,Caballito,ARS,1000000,200000,42.0,1,,,,,48
EXCELENTE PISO UNICO EN ESQUINA 6 AMB. CON TERRAZA SOLO PARA USO COMERCIAL,"Avenida Juan Bautista Alberdi 6300, Piso 1",Mataderos,CABA,ARS,1750000,,150.0,5,2,,,,48
HERMOSO Y MODERNO DEPARTAMENTO DE 1 AMBIENTE DIVIDIDO O 2 AMBIENTES,"Paysandú 1600, Piso 6",Caballito,CABA,ARS,700000,190000,34.0,1,,,5 años,,48
Departamento monoambiente en alquiler,"Dinamarca 1100, Piso 7",Caballito,CABA,ARS,470000,90000,,,1,1,,,48
"ALQUILER DEPARTAMENTO MONOAMBIENTE DIVISIBLE, AMENITIES","Rio De Janeiro 100, Piso 11",Caballito,CABA,ARS,650000,190000,29.0,1,,,10 años,,48
DEPTO 3 AMBIENTES  C/BALCONCITO,Avenida Montes De Oca 1700,Barracas,CABA,ARS,1000000,236000,70.0,2,1,,,,48
Departamento 2 ambientes en alquiler Av. Rivadavia al 4500,"Avenida Rivadavia 4500, Piso 3",Caballito,CABA,ARS,540000,180000,39.0,1,1,,,,48
Alquiler Departamento 3 Ambientes con Balcón y Vista Abierta - Caballito - Todos los transportes.,Avenida Directorio 1000,Caballito Sur,Caballito,ARS,1300000,230000,63.0,2,,,5 años,,48
Alquiler 3 Ambientes Villa Ortuzar Chacarita Patio Planta Baja,Mariano Acha 1200,Chacarita,CABA,ARS,1200000,360000,53.0,2,,,50 años,,48
Monoambiente cfte nuevo balcón cochera AMOBLADO,"Gualeguaychú 2000, Piso 6°",Floresta,CABA,ARS,750000,130000,35.0,,1,,10 años,,48
Se Alquila Excelente 2 Ambientes. Edificio con Amenities,Avenida Raúl Scalabrini Ortiz 1100,Palermo Soho,Palermo,USD,1000,,44.0,1,2,,,,48
"Departamento - Alquiler - Argentina, Capital Federal - Zelarrayan 1600",Zelarrayán 1600,Parque Chacabuco,CABA,ARS,600000,245000,49.0,,1,,6 años,,48
1 ambiente amueblado,"Franklin Delano Roosevelt 3200, Piso 7",Belgrano,CABA,ARS,850000,160000,35.0,1,,,10 años,,48
ALQUILA DEPTO 3 AMBIENTES IMPECABLE  EN DEVOTO,Carlos Antonio López 4000,Villa Devoto,CABA,ARS,1800000,,70.0,2,,,A Estrenar,,48
2 AMB - FRENTE BLCÓN -IMPECABLE INCLUYE EXPENSAS E IMPUESTO-,"Mexico 2100, Piso 1°",Balvanera,CABA,ARS,850000,,33.0,1,,,15 años,,48
"Departamento - Alquiler - Argentina, Capital Federal - Zelarrayan 1600",Zelarrayán 1600,Parque Chacabuco,CABA,ARS,690000,255000,67.0,,1,,6 años,,48
Impecable departamento en alquiler con cochera en excelente zona,Avenida Olleros 2300,Belgrano,CABA,ARS,2800000,953000,160.0,3,,,40 años,,48
EXCELENTE MONOAMBINTE AL FERNTE CON BALCON SOBRE MONROE. IMPECABLE.,"Avenida Monroe 4500, Piso 9",Urquiza R,Villa Urquiza,ARS,650000,190000,35.0,,1,1,,,48
EXEPXIONAL DEPARTAMENTO ECHO A NUEVO UN LUJO 2AMBIENTES CON SUM COMPLETO,"CONDARCO 3100, Piso 8",Villa del Parque,CABA,USD,900000,270000,,,,,16 años,,49
Alquiler San Telmo departamento 4 amb con dependencia,"Avenida Caseros 600, Piso 1",San Telmo,CABA,ARS,900000,200000,,3,1,3,,,49
EXCELENTE MONO AMBIENTE DIVISIBLE AL FRENTE C/BALCON,"Sanabria 2600, Piso 1",Villa Devoto,CABA,ARS,500000,120000,30.0,,1,,10 años,,49
"AMPLIO Y LUMINOSO MONOAMBIENTE. EDIFICIO CON TERRAZA, PARRILLA Y SOLARIUM","Elpidio González 4900, Piso 2",Monte Castro,CABA,ARS,500000,100000,30.0,,1,,9 años,,49
Departamento 2 ambientes en Alquiler en Belgrano!,"Cespedes 2400, Piso 5",Belgrano,CABA,ARS,750000,130000,35.0,1,,,45 años,,49
Alquiler de departamento monoambiente con balcón al contrafrente en el barrio de Congreso!,Rodríguez Peña 100,Congreso,CABA,ARS,400000,176000,22.0,,1,,60 años,,49
4 amb cochera doble todo externo baño toilette bcon. Sol,"Blanco Encalada 3000, Piso 12°",Belgrano,CABA,ARS,1650000,400000,67.0,3,,,45 años,,49
Monoambiente en alquiler en Parque Chacabuco,"Avenida La Plata 2300, Piso 5",Parque Chacabuco,CABA,ARS,500000,180000,27.0,,1,1,,,49
Excelente zona. Cramer y Elcano 2 amb. Luminoso.,"Avenida Elcano 2900, Piso 9",Belgrano R,Belgrano,ARS,750000,163000,38.0,1,,,,,49
"2 AMBIENTES AL FRENTE, MUY BUENA UBICACIÓN",Chacabuco 500,San Telmo,CABA,ARS,700000,259000,43.0,1,1,,,,49
Departamento en Monserrat,Mexico 1200,Monserrat,CABA,ARS,550000,380000,43.0,1,,,5 años,,49
Alquiler 1 Amb al Frente c/Balcon Luminoso Villa Crespo,"Padilla 700, Piso 1",Villa Crespo,CABA,ARS,590000,147000,30.0,1,,,13 años,,49
DEPARTAMENTO 2 AMBIENTES ALQUILER SAN TELMO,"Tacuarí 1300, Piso 4°",San Telmo,CABA,ARS,650000,150000,43.0,1,,,45 años,,49
"2 AMBIENTES EN AVENIDA RIVADAVIA AL 4.300 A 1 CUADRA DE ESTACION RIO DE JANEIRO DE SUBTE ""A""","Avenida Rivadavia 4300, Piso P.B",Almagro,CABA,ARS,550000,140000,,1,1,2,,,49
Balcarce al 300 - Dos ambientes con amenities - San Telmo - Apto profesional,Balcarce 100,San Telmo,CABA,ARS,790000,283000,37.0,1,,,7 años,,49
Departamento en Saavedra,Arias 3000,Saavedra,CABA,ARS,690000,180000,30.0,,1,,5 años,,49
Departamento 2 ambientes en alquiler,Avenida Paseo Colón 1000,San Telmo,CABA,ARS,700000,265000,46.0,1,,,30 años,,49
Piso de 3 amb con dependencia - balcon - al frente  corrido - muy luminoso,"Avenida General Las Heras 2900, Piso 12",Recoleta,CABA,ARS,1600000,270000,75.0,,1,,45 años,,49
Departamento Tipo Duplex 2 Hambientess,Zelada 5400,Villa Luro,CABA,ARS,980000,30000,,1,2,,20 años,,49
